,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,company,age
7290,Volkswagen Ameo,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250.0,5,Volkswagen,2
7291,Audi A6,2200000,60000,Diesel,Individual,Automatic,First Owner,17.68,1968,174.33,380.0,5,Audi,8
7292,Hyundai Verna,245000,121000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,24.0,5,Hyundai,15
7293,Hyundai Verna,310000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,24.0,5,Hyundai,12
7294,Hyundai Verna,245000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,24.0,5,Hyundai,15
7295,Volkswagen Polo,450000,110000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,110.0,5,Volkswagen,11
7296,Volkswagen Jetta,850000,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.03,320.0,5,Volkswagen,9
7297,Honda CR-V,325000,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354,152.0,215.0,5,Honda,18
7298,Maruti Swift,409999,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,190.0,5,Maruti,9
7299,Volvo XC60,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,480.0,5,Volvo,4
7300,Hyundai Creta,1000000,73500,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,7
7301,Hyundai Xcent,590000,34000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,180.4,5,Hyundai,6
7302,Nissan Kicks,1200000,23000,Diesel,Individual,Manual,First Owner,20.45,1461,108.5,240.0,5,Nissan,3
7303,Ford Fiesta,175000,163000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,16.3,5,Ford,14
7304,Chevrolet Optra,300000,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,305.0,5,Chevrolet,11
7305,Toyota Innova,2175000,50000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360.0,7,Toyota,5
7306,Honda City,1110000,10500,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200.0,5,Honda,3
7307,Mitsubishi Lancer,150000,280000,Diesel,Individual,Manual,Second Owner,14.8,1998,68.0,12.5,5,Mitsubishi,22
7308,Volkswagen Vento,325000,155000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5,Volkswagen,9
7309,Ford Fiesta,325000,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,16.3,5,Ford,12
7310,Honda City,280000,75000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,12.7,5,Honda,14
7311,Honda City,765000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,Honda,6
7312,Honda City,640000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5,Honda,8
7313,Tata Indica,65000,120000,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,85.0,5,Tata,15
7314,Maruti Alto,295000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,Maruti,5
7315,Maruti Swift,625000,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,Maruti,10
7316,Maruti Wagon,160000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,Maruti,13
7317,Maruti Celerio,330000,84000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90.0,5,Maruti,7
7318,Ford Figo,180000,50000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,102.0,5,Ford,12
7319,Maruti Omni,150000,35000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,6.1,5,Maruti,10
7320,Hyundai i10,300000,30000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,Hyundai,11
7321,Hyundai i20,730000,2388,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,4
7322,Maruti Vitara,650000,16200,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,5
7323,Maruti Alto,330000,10000,CNG,Individual,Manual,Second Owner,33.44,796,40.3,60.0,4,Maruti,3
7324,Maruti Alto,366000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.1,90.0,5,Maruti,3
7325,Hyundai Verna,1149000,5000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5,Hyundai,3
7326,Datsun GO,150000,42000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,104.0,5,Datsun,6
7327,Hyundai Santro,187000,120000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,96.1,5,Hyundai,9
7328,Tata Safari,425000,60000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,320.0,7,Tata,11
7329,Maruti 800,150000,76000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,Maruti,10
7330,Ford Aspire,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120.0,5,Ford,4
7331,Skoda Octavia,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,21.4,5,Skoda,15
7332,Hyundai Verna,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,154.9,5,Hyundai,10
7333,Chevrolet Cruze,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,360.0,5,Chevrolet,6
7334,Mitsubishi Pajero,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,400.0,7,Mitsubishi,7
7335,Hyundai EON,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,Hyundai,8
7336,Honda Amaze,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200.0,5,Honda,9
7337,Volkswagen Jetta,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,25.5,5,Volkswagen,12
7338,Hyundai i20,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4,5,Hyundai,12
7339,Skoda Rapid,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,250.0,5,Skoda,10
7340,Maruti Swift,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,Maruti,4
7341,Toyota Innova,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343.0,8,Toyota,4
7342,Maruti 800,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,Maruti,10
7343,Ford Aspire,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120.0,5,Ford,4
7344,Hyundai i20,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,4
7345,Hyundai EON,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,94.14,5,Hyundai,4
7346,Maruti Alto,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,Maruti,10
7347,Renault Triber,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7,Renault,3
7348,Hyundai EON,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,Hyundai,9
7349,Hyundai i20,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4,5,Hyundai,11
7350,Maruti Baleno,650000,35000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,115.0,5,Maruti,6
7351,Mahindra Verito,380000,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,160.0,5,Mahindra,7
7352,Tata Zest,360000,50000,Petrol,Individual,Manual,Second Owner,17.57,1193,88.7,140.0,5,Tata,8
7353,Skoda Rapid,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598,103.5,153.0,5,Skoda,10
7354,Hyundai Verna,590000,110000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,Hyundai,10
7355,Mahindra XUV500,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7,Mahindra,9
7356,Fiat Grande,254999,100000,Diesel,Individual,Manual,Third Owner,20.3,1248,75.0,197.0,5,Fiat,11
7357,Hyundai Grand,499000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,Hyundai,7
7358,Maruti Swift,730000,60000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,190.0,5,Maruti,4
7359,Honda Jazz,650000,30000,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,200.0,5,Honda,6
7360,Renault Pulse,220000,75000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,160.0,5,Renault,10
7361,Tata Indica,100000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405,62.0,12.5,5,Tata,16
7362,Hyundai Accent,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599,94.0,12.5,5,Hyundai,18
7363,Tata Indica,152000,48000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135.0,5,Tata,13
7364,Maruti Ignis,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,113.0,5,Maruti,2
7365,Chevrolet Tavera,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,171.0,10,Chevrolet,6
7366,Toyota Platinum,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170.0,5,Toyota,4
7367,Maruti Swift,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,Maruti,2
7368,Hyundai Xcent,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,113.75,5,Hyundai,4
7369,Maruti S-Cross,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5,Maruti,4
7370,Tata Tiago,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,114.0,5,Tata,3
7371,Ford Figo,480000,80000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5,Ford,7
7372,Maruti Omni,110000,48676,Petrol,Individual,Manual,First Owner,19.7,796,35.0,6.1,8,Maruti,14
7373,BMW 6,5830000,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,620.0,4,BMW,4
7374,Hyundai i20,415000,72000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,8
7375,Maruti Swift,475000,51000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113.0,5,Maruti,7
7376,Maruti Ignis,525000,29000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,113.0,5,Maruti,5
7377,Maruti Wagon,365000,28000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,113.0,5,Maruti,7
7378,Maruti Swift,375000,97000,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,11
7379,Maruti Swift,765000,59000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,190.0,5,Maruti,4
7380,Maruti Swift,770000,27000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,Maruti,3
7381,Renault KWID,350000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,4
7382,Mahindra Scorpio,875000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280.0,7,Mahindra,7
7383,Mahindra XUV500,780000,69000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,330.0,7,Mahindra,8
7384,Maruti S-Cross,990000,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5,Maruti,4
7385,Maruti Swift,800000,35700,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,190.0,5,Maruti,3
7386,Hyundai Verna,350000,120000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8,5,Hyundai,10
7387,Volkswagen Polo,325000,120000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,180.0,5,Volkswagen,9
7388,Volkswagen Polo,360000,80000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,180.0,5,Volkswagen,9
7389,Maruti Alto,148000,120000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,Maruti,12
7390,Maruti Baleno,670000,36000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,5
7391,Toyota Etios,430999,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170.0,5,Toyota,8
7392,Maruti Omni,260000,9000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,8,Maruti,5
7393,Tata Nano,70000,50000,Petrol,Individual,Manual,Second Owner,25.4,624,37.48,51.0,4,Tata,10
7394,Renault KWID,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5,Renault,3
7395,Mahindra Xylo,150000,130000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,260.0,7,Mahindra,11
7396,Ford Figo,260000,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5,Ford,12
7397,Maruti Swift,320000,90000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5,Maruti,10
7398,Tata Nexon,700000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170.0,5,Tata,4
7399,Volkswagen Polo,415000,80000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,110.0,5,Volkswagen,10
7400,Maruti Swift,260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,Maruti,14
7401,Tata Nano,70000,80000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,48.0,4,Tata,11
7402,Toyota Etios,515000,30000,Petrol,Individual,Manual,First Owner,17.71,1197,78.9,104.0,5,Toyota,7
7403,Hyundai Verna,803999,60000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9,5,Hyundai,6
7404,Skoda Octavia,275000,200000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,21.4,5,Skoda,15
7405,Ford EcoSport,934000,101000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,Ford,5
7406,Ford Fiesta,210000,110000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,16.3,5,Ford,15
7407,Toyota Innova,1050000,136000,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,200.0,8,Toyota,8
7408,Chevrolet Tavera,650000,250000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,19.0,7,Chevrolet,11
7409,Chevrolet Cruze,550000,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998,163.7,380.0,5,Chevrolet,10
7410,Chevrolet Tavera,285000,265000,Diesel,Individual,Manual,Fourth & Above Owner,14.8,2499,80.0,19.0,9,Chevrolet,12
7411,Honda Jazz,700000,22700,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,110.0,5,Honda,7
7412,Hyundai Grand,525000,45000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,Hyundai,6
7413,Maruti Eeco,250000,36000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,101.0,5,Maruti,11
7414,Maruti Swift,575000,57000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190.0,5,Maruti,7
7415,Tata Tiago,540000,33000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5,Tata,4
7416,Maruti Ertiga,560000,59000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130.0,7,Maruti,10
7417,Volkswagen Vento,380000,200000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,250.0,5,Volkswagen,10
7418,Ford Figo,240000,80000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,102.0,5,Ford,11
7419,Chevrolet Spark,300000,70000,LPG,Individual,Manual,First Owner,13.2,995,60.2,90.3,5,Chevrolet,10
7420,Datsun RediGO,280000,50000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,72.0,5,Datsun,4
7421,Maruti Ritz,350000,118000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,113.0,5,Maruti,11
7422,Tata Indica,110000,250000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,135.4,5,Tata,8
7423,Tata Nexon,980000,20000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5,Tata,4
7424,Tata Nexon,969999,21871,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5,Tata,4
7425,Mahindra KUV,357000,120000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190.0,6,Mahindra,6
7426,Tata Indica,280000,100000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,135.4,5,Tata,8
7427,Mahindra Bolero,430000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,Mahindra,10
7428,Maruti Alto,250000,70000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,Maruti,7
7429,Chevrolet Enjoy,525000,80000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,172.5,8,Chevrolet,6
7430,Tata Tiago,500000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,Tata,4
7431,Mahindra Scorpio,1000000,60000,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,280.0,7,Mahindra,3
7432,Maruti Alto,316000,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,Maruti,5
7433,Maruti Alto,350000,50000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,Maruti,4
7434,Tata Nexon,950000,14000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5,Tata,4
7435,Maruti 800,45000,55425,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,Maruti,17
7436,Mahindra Bolero,475000,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,Mahindra,9
7437,Toyota Fortuner,3200000,3000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,450.0,7,Toyota,2
7438,Mahindra TUV,600000,139000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,Mahindra,6
7439,Volkswagen Vento,430000,100000,Petrol,Individual,Manual,First Owner,15.04,1598,103.2,153.0,5,Volkswagen,8
7440,Hyundai Creta,965000,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,7
7441,Skoda Rapid,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598,103.5,153.0,5,Skoda,9
7442,Tata Sumo,150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,115.0,9,Tata,14
7443,Maruti Ertiga,700000,37659,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,200.0,7,Maruti,9
7444,Maruti Ritz,250000,89000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190.0,5,Maruti,10
7445,Maruti Ertiga,680000,37500,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7,Maruti,9
7446,Tata Tiago,500000,5000,Petrol,Individual,Automatic,First Owner,23.84,1199,84.0,114.0,5,Tata,4
7447,Hyundai Grand,420000,21000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,Hyundai,9
7448,Maruti Alto,290000,10000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90.0,5,Maruti,5
7449,Maruti Swift,750000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,Maruti,5
7450,Maruti Eeco,300000,19800,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,7,Maruti,7
7451,Maruti Ritz,250000,90000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,113.0,5,Maruti,11
7452,Honda Brio,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,109.0,5,Honda,8
7453,Hyundai Grand,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114.0,5,Hyundai,7
7454,Maruti Wagon,100000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5,Maruti,15
7455,Maruti Wagon,100000,80000,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0,8.6,5,Maruti,15
7456,Maruti Ertiga,550000,120000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200.0,7,Maruti,9
7457,Maruti Swift,341000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,Maruti,10
7458,Hyundai Grand,600000,50000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5,Hyundai,5
7459,Honda City,650000,167000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5,Honda,8
7460,Chevrolet Spark,75527,80000,Petrol,Individual,Manual,First Owner,16.0,995,63.0,90.3,5,Chevrolet,14
7461,Tata Indigo,215000,100000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,140.0,5,Tata,8
7462,Maruti Ciaz,650000,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5,Maruti,5
7463,Renault Captur,900000,50000,Diesel,Individual,Manual,First Owner,20.37,1461,108.45,240.0,5,Renault,5
7464,Hyundai i20,500000,17000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,8
7465,Maruti Baleno,550000,46000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,Maruti,5
7466,Maruti Swift,475000,60000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,7
7467,Maruti Wagon,65000,198000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,Maruti,16
7468,Hyundai Xcent,425000,60000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,180.4,5,Hyundai,7
7469,Toyota Corolla,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364,87.2,205.0,5,Toyota,10
7470,Chevrolet Spark,150000,40000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3,5,Chevrolet,11
7471,Maruti Alto,225000,90000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,Maruti,11
7472,Maruti Alto,190000,80000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,Maruti,12
7473,Maruti Alto,100000,164000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,Maruti,19
7474,Mahindra Bolero,400000,70000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,Mahindra,11
7475,Audi Q5,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968,188.0,400.0,5,Audi,4
7476,Honda CR-V,1350000,74000,Petrol,Dealer,Automatic,First Owner,13.7,1997,153.86,190.0,5,Honda,6
7477,Lexus ES,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5,Lexus,3
7478,Jaguar XF,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,Jaguar,5
7479,Jeep Wrangler,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5,3604,280.0,347.0,5,Jeep,5
7480,Mahindra Thar,900000,12000,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,247.0,6,Mahindra,4
7481,Toyota Camry,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,Toyota,6
7482,Honda Jazz,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,Honda,6
7483,Toyota Innova,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,Toyota,9
7484,Honda Amaze,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5,Honda,3
7485,BMW 5,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,400.0,5,BMW,4
7486,Mercedes-Benz E-Class,5200000,17000,Petrol,Dealer,Automatic,First Owner,15.0,1991,194.4,300.0,5,Mercedes-Benz,3
7487,Land Rover,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999,148.31,382.0,7,Land,3
7488,Tata Hexa,969999,26500,Diesel,Dealer,Manual,First Owner,17.6,2179,147.94,320.0,7,Tata,5
7489,Mercedes-Benz S-Class,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,620.0,5,Mercedes-Benz,5
7490,Hyundai Grand,475000,45629,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,1197,81.86,113.75,5,Hyundai,6
7491,Hyundai Venue,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998,118.35,171.6,5,Hyundai,3
7492,Honda CR-V,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0,2354,187.4,226.0,5,Honda,5
7493,Mahindra Bolero,740000,35000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,Mahindra,3
7494,Mahindra KUV,400000,15000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6,Mahindra,4
7495,Maruti Wagon,430000,14000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,4
7496,Mahindra XUV300,1132000,20000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200.0,5,Mahindra,3
7497,Maruti Wagon,352000,68850,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,90.0,5,Maruti,5
7498,Tata Tiago,252999,45775,Petrol,Dealer,Manual,First Owner,23.84,1199,84.0,114.0,5,Tata,6
7499,Chevrolet Spark,80000,70000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,90.3,5,Chevrolet,10
7500,Maruti Wagon,313000,68203,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,Maruti,7
7501,Hyundai Grand,380000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,113.75,5,Hyundai,8
7502,Renault KWID,350000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,4
7503,Renault Duster,600000,90000,Diesel,Individual,Manual,Second Owner,19.87,1461,83.8,200.0,5,Renault,6
7504,Tata Manza,88000,97343,Diesel,Dealer,Manual,First Owner,18.8,1248,90.0,200.0,5,Tata,11
7505,Maruti Omni,160000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,35.0,6.1,8,Maruti,14
7506,Hyundai i10,290000,31000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8,5,Hyundai,8
7507,Mahindra Scorpio,650000,70000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,7,Mahindra,8
7508,Maruti Eeco,380000,20000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85.0,5,Maruti,7
7509,Hyundai EON,180000,62000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,8
7510,Maruti 800,75000,29000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,Maruti,14
7511,Tata Safari,132000,82507,Diesel,Dealer,Manual,First Owner,13.93,2179,138.03,320.0,7,Tata,10
7512,Chevrolet Beat,110000,60000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,108.0,5,Chevrolet,12
7513,Maruti Alto,390000,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,Maruti,4
7514,Hyundai i20,550000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,7
7515,Maruti 800,70000,59400,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59.0,4,Maruti,14
7516,Hyundai EON,275000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,9
7517,Maruti SX4,250000,125876,Petrol,Individual,Manual,Second Owner,15.0,1586,104.68,145.0,5,Maruti,13
7518,Jeep Compass,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368,160.77,250.0,5,Jeep,3
7519,Tata Sumo,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,250.0,7,Tata,11
